iter    | category           | len  | shepOk | shaOk | shepOnes | shaOnes | shepEnt | shaEnt | shepRuns | shaRuns | shepHam  | shaHam  | shepPosU  | shaPosU  | shepGlobU  | shaGlobU  | shepFinal | shaFinal | better 
34900   | A-Za-z             | 68   | 34900  | 34900 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9653   | 0.5725  | 127.94   | 127.96  | 99.14     | 99.08    | 99.88      | 99.90     | 96.89     | 99.50    | SHA256 
35000   | unicode70000       | 78   | 35000  | 35000 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9536   | 0.5836  | 127.94   | 127.95  | 99.14     | 99.09    | 99.88      | 99.90     | 96.97     | 99.50    | SHA256 
35100   | unicode1000        | 40   | 35100  | 35100 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9867   | 0.5759  | 127.94   | 127.95  | 99.14     | 99.09    | 99.89      | 99.90     | 96.76     | 99.50    | SHA256 
35200   | unicode100000      | 93   | 35200  | 35200 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9920   | 0.6134  | 127.93   | 127.95  | 99.14     | 99.08    | 99.89      | 99.90     | 96.74     | 99.50    | SHA256 
35300   | unicode100000      | 50   | 35300  | 35300 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9639   | 0.5360  | 127.94   | 127.95  | 99.14     | 99.09    | 99.89      | 99.90     | 96.89     | 99.50    | SHA256 
35400   | unicode100000      | 23   | 35400  | 35400 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9894   | 0.6633  | 127.94   | 127.95  | 99.14     | 99.09    | 99.89      | 99.90     | 96.79     | 99.50    | SHA256 
35500   | unicode300000      | 84   | 35500  | 35500 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9487   | 0.7190  | 127.94   | 127.95  | 99.14     | 99.09    | 99.89      | 99.90     | 97.16     | 99.50    | SHA256 
35600   | A-Z                | 17   | 35600  | 35600 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9878   | 0.7529  | 127.94   | 127.95  | 99.14     | 99.09    | 99.89      | 99.90     | 96.92     | 99.50    | SHA256 
35700   | unicode5000        | 69   | 35700  | 35700 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8879   | 0.7441  | 127.94   | 127.95  | 99.15     | 99.09    | 99.89      | 99.90     | 97.70     | 99.40    | SHA256 
35800   | unicode500000      | 89   | 35800  | 35800 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8959   | 0.7960  | 127.94   | 127.95  | 99.15     | 99.09    | 99.89      | 99.90     | 97.83     | 99.14    | SHA256 
35900   | unicode40000       | 75   | 35900  | 35900 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9852   | 0.7750  | 127.94   | 127.95  | 99.15     | 99.09    | 99.89      | 99.90     | 96.99     | 99.50    | SHA256 
36000   | unicode500         | 11   | 36000  | 36000 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9522   | 0.8160  | 127.94   | 127.95  | 99.15     | 99.10    | 99.89      | 99.90     | 97.40     | 99.33    | SHA256 
36100   | unicode100000      | 26   | 36100  | 36100 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9366   | 0.7746  | 127.94   | 127.95  | 99.15     | 99.10    | 99.89      | 99.90     | 97.39     | 99.49    | SHA256 
36200   | unicode40000       | 31   | 36200  | 36200 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8597   | 0.7648  | 127.94   | 127.95  | 99.15     | 99.10    | 99.89      | 99.90     | 98.00     | 99.14    | SHA256 
36300   | 0-9                | 88   | 36300  | 36300 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8143   | 0.8167  | 127.94   | 127.95  | 99.16     | 99.10    | 99.89      | 99.90     | 98.59     | 98.56    | SHEP32 
36400   | unicode100000      | 6    | 36400  | 36400 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8828   | 0.8348  | 127.94   | 127.95  | 99.16     | 99.10    | 99.89      | 99.90     | 98.12     | 98.79    | SHA256 
36500   | unicode30000       | 79   | 36500  | 36500 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8588   | 0.8253  | 127.94   | 127.95  | 99.16     | 99.11    | 99.89      | 99.90     | 98.28     | 98.73    | SHA256 
36600   | unicode100         | 8    | 36600  | 36600 | 50.00    | 49.99   | 1.000   | 1.000  | 0.7797   | 0.8722  | 127.95   | 127.95  | 99.16     | 99.11    | 99.89      | 99.90     | 99.13     | 97.95    | SHEP32 
36700   | unicode50000       | 35   | 36700  | 36700 | 50.00    | 49.99   | 1.000   | 1.000  | 0.7775   | 0.9515  | 127.95   | 127.95  | 99.16     | 99.11    | 99.88      | 99.90     | 99.50     | 97.27    | SHEP32 
36800   | unicode1000        | 49   | 36800  | 36800 | 50.00    | 49.99   | 1.000   | 1.000  | 0.7689   | 0.9422  | 127.94   | 127.95  | 99.17     | 99.11    | 99.88      | 99.90     | 99.50     | 97.32    | SHEP32 
36900   | unicode60000       | 55   | 36900  | 36900 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8371   | 0.9843  | 127.94   | 127.95  | 99.17     | 99.11    | 99.89      | 99.91     | 99.38     | 97.18    | SHEP32 
37000   | unicode2000        | 40   | 37000  | 37000 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8730   | 0.9841  | 127.95   | 127.95  | 99.17     | 99.11    | 99.89      | 99.90     | 99.13     | 97.34    | SHEP32 
37100   | A-Za-z             | 63   | 37100  | 37100 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8578   | 0.9479  | 127.95   | 127.94  | 99.17     | 99.12    | 99.89      | 99.90     | 99.02     | 97.62    | SHEP32 
37200   | unicode500         | 50   | 37200  | 37200 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9390   | 0.9976  | 127.95   | 127.94  | 99.17     | 99.12    | 99.89      | 99.91     | 98.63     | 97.56    | SHEP32 
37300   | 0-9                | 5    | 37300  | 37300 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8455   | 0.9885  | 127.95   | 127.94  | 99.18     | 99.12    | 99.90      | 99.90     | 99.35     | 97.17    | SHEP32 
37400   | unicode20000       | 83   | 37400  | 37400 | 50.00    | 49.99   | 1.000   | 1.000  | 0.7845   | 0.9496  | 127.95   | 127.94  | 99.17     | 99.12    | 99.89      | 99.90     | 99.50     | 97.31    | SHEP32 
37500   | unicode70000       | 52   | 37500  | 37500 | 50.00    | 49.99   | 1.000   | 1.000  | 0.7963   | 0.9973  | 127.95   | 127.94  | 99.18     | 99.13    | 99.89      | 99.90     | 99.50     | 96.94    | SHEP32 
37600   | unicode30000       | 71   | 37600  | 37600 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8431   | 0.9958  | 127.95   | 127.94  | 99.18     | 99.13    | 99.89      | 99.90     | 99.40     | 97.10    | SHEP32 
37700   | unicode500000      | 53   | 37700  | 37700 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8782   | 0.9606  | 127.95   | 127.94  | 99.18     | 99.13    | 99.90      | 99.90     | 98.93     | 97.60    | SHEP32 
37800   | unicode300000      | 18   | 37800  | 37800 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8627   | 0.9167  | 127.96   | 127.93  | 99.18     | 99.13    | 99.89      | 99.90     | 98.78     | 97.95    | SHEP32 
37900   | a-zA-Z0-9          | 31   | 37900  | 37900 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8548   | 0.8782  | 127.96   | 127.93  | 99.18     | 99.13    | 99.89      | 99.90     | 98.61     | 98.26    | SHEP32 
38000   | a-z                | 52   | 38000  | 38000 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8701   | 0.8081  | 127.96   | 127.94  | 99.18     | 99.13    | 99.89      | 99.91     | 98.10     | 98.92    | SHA256 
38100   | A-Za-z             | 76   | 38100  | 38100 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8562   | 0.7728  | 127.96   | 127.94  | 99.18     | 99.14    | 99.90      | 99.91     | 98.07     | 99.08    | SHA256 
38200   | unicode30000       | 99   | 38200  | 38200 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9490   | 0.7371  | 127.96   | 127.94  | 99.19     | 99.14    | 99.90      | 99.90     | 97.19     | 99.50    | SHA256 
38300   | unicode5000        | 100  | 38300  | 38300 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9684   | 0.8396  | 127.96   | 127.94  | 99.19     | 99.14    | 99.90      | 99.91     | 97.35     | 99.27    | SHA256 
38400   | unicode60000       | 43   | 38400  | 38400 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9644   | 0.8493  | 127.96   | 127.94  | 99.19     | 99.14    | 99.89      | 99.90     | 97.43     | 99.18    | SHA256 
38500   | unicode300000      | 34   | 38500  | 38500 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9741   | 0.8786  | 127.96   | 127.94  | 99.19     | 99.14    | 99.90      | 99.91     | 97.47     | 99.01    | SHA256 
38600   | unicode70000       | 10   | 38600  | 38600 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9720   | 0.8378  | 127.96   | 127.93  | 99.19     | 99.14    | 99.90      | 99.91     | 97.31     | 99.30    | SHA256 
38700   | a-zA-Z0-9          | 92   | 38700  | 38700 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9666   | 0.9393  | 127.96   | 127.94  | 99.19     | 99.14    | 99.90      | 99.91     | 97.92     | 98.40    | SHA256 
38800   | unicode300000      | 25   | 38800  | 38800 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8735   | 0.8595  | 127.96   | 127.93  | 99.20     | 99.14    | 99.90      | 99.91     | 98.34     | 98.54    | SHA256 
38900   | unicode500000      | 72   | 38900  | 38900 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8368   | 0.8275  | 127.96   | 127.93  | 99.20     | 99.15    | 99.90      | 99.91     | 98.48     | 98.59    | SHA256 
39000   | unicode200000      | 97   | 39000  | 39000 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8479   | 0.8272  | 127.96   | 127.93  | 99.20     | 99.15    | 99.90      | 99.91     | 98.38     | 98.65    | SHA256 
39100   | unicode400000      | 37   | 39100  | 39100 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8180   | 0.8235  | 127.96   | 127.94  | 99.20     | 99.15    | 99.90      | 99.91     | 98.60     | 98.53    | SHEP32 
39200   | 0-9                | 84   | 39200  | 39200 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8291   | 0.8022  | 127.97   | 127.94  | 99.20     | 99.15    | 99.90      | 99.91     | 98.41     | 98.74    | SHA256 
39300   | a-zA-Z0-9          | 71   | 39300  | 39300 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8703   | 0.8210  | 127.96   | 127.94  | 99.20     | 99.16    | 99.90      | 99.91     | 98.16     | 98.83    | SHA256 
39400   | A-Z                | 15   | 39400  | 39400 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9533   | 0.8320  | 127.97   | 127.94  | 99.20     | 99.16    | 99.90      | 99.91     | 97.46     | 99.23    | SHA256 
39500   | unicode10000       | 47   | 39500  | 39500 | 50.00    | 49.99   | 1.000   | 1.000  | 0.9139   | 0.8141  | 127.97   | 127.94  | 99.20     | 99.16    | 99.90      | 99.90     | 97.74     | 99.13    | SHA256 
39600   | 0-9                | 77   | 39600  | 39600 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9690   | 0.8134  | 127.97   | 127.94  | 99.20     | 99.16    | 99.90      | 99.91     | 97.24     | 99.44    | SHA256 
39700   | unicode100         | 49   | 39700  | 39700 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9037   | 0.8020  | 127.97   | 127.94  | 99.20     | 99.16    | 99.91      | 99.91     | 97.78     | 99.15    | SHA256 
39800   | unicode1000        | 21   | 39800  | 39800 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8352   | 0.7160  | 127.97   | 127.95  | 99.20     | 99.16    | 99.90      | 99.91     | 98.03     | 99.29    | SHA256 
39900   | unicode50000       | 66   | 39900  | 39900 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7592   | 0.7460  | 127.97   | 127.95  | 99.20     | 99.16    | 99.90      | 99.91     | 98.66     | 98.78    | SHA256 
40000   | unicode5000        | 67   | 40000  | 40000 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7637   | 0.7681  | 127.97   | 127.94  | 99.21     | 99.16    | 99.90      | 99.91     | 98.72     | 98.66    | SHEP32 
40100   | unicode60000       | 66   | 40100  | 40100 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8363   | 0.8011  | 127.97   | 127.94  | 99.21     | 99.16    | 99.90      | 99.91     | 98.35     | 98.79    | SHA256 
40200   | 0-9                | 70   | 40200  | 40200 | 50.00    | 49.99   | 1.000   | 1.000  | 0.7988   | 0.7607  | 127.97   | 127.94  | 99.21     | 99.16    | 99.90      | 99.91     | 98.45     | 98.87    | SHA256 
40300   | unicode100000      | 97   | 40300  | 40300 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8019   | 0.7275  | 127.97   | 127.94  | 99.21     | 99.16    | 99.90      | 99.91     | 98.31     | 99.07    | SHA256 
40400   | unicode90000       | 99   | 40400  | 40400 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8041   | 0.7124  | 127.97   | 127.94  | 99.21     | 99.16    | 99.90      | 99.90     | 98.24     | 99.16    | SHA256 
40500   | unicode5000        | 13   | 40500  | 40500 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8654   | 0.7282  | 127.97   | 127.94  | 99.21     | 99.16    | 99.91      | 99.90     | 97.83     | 99.37    | SHA256 
40600   | unicode20000       | 61   | 40600  | 40600 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8895   | 0.7618  | 127.97   | 127.94  | 99.21     | 99.17    | 99.90      | 99.90     | 97.75     | 99.32    | SHA256 
40700   | unicode50000       | 88   | 40700  | 40700 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9580   | 0.7163  | 127.97   | 127.94  | 99.21     | 99.17    | 99.90      | 99.91     | 97.08     | 99.50    | SHA256 
40800   | A-Za-z             | 34   | 40800  | 40800 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9030   | 0.7157  | 127.97   | 127.94  | 99.21     | 99.17    | 99.91      | 99.91     | 97.50     | 99.50    | SHA256 
40900   | unicode300000      | 27   | 40900  | 40900 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8283   | 0.7276  | 127.97   | 127.94  | 99.21     | 99.17    | 99.91      | 99.91     | 98.12     | 99.20    | SHA256 
41000   | unicode400000      | 58   | 41000  | 41000 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8203   | 0.7531  | 127.97   | 127.94  | 99.22     | 99.17    | 99.91      | 99.91     | 98.27     | 99.02    | SHA256 
41100   | 0-9                | 81   | 41100  | 41100 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8732   | 0.7713  | 127.97   | 127.94  | 99.22     | 99.17    | 99.91      | 99.91     | 97.92     | 99.18    | SHA256 
41200   | unicode500000      | 63   | 41200  | 41200 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8933   | 0.8186  | 127.97   | 127.94  | 99.22     | 99.17    | 99.91      | 99.91     | 97.95     | 98.98    | SHA256 
41300   | unicode70000       | 72   | 41300  | 41300 | 49.99    | 49.98   | 1.000   | 1.000  | 0.9192   | 0.7475  | 127.97   | 127.94  | 99.22     | 99.17    | 99.91      | 99.91     | 97.46     | 99.50    | SHA256 
41400   | unicode80000       | 20   | 41400  | 41400 | 49.99    | 49.98   | 1.000   | 1.000  | 0.9345   | 0.7764  | 127.97   | 127.94  | 99.22     | 99.17    | 99.90      | 99.90     | 97.42     | 99.47    | SHA256 
41500   | unicode500000      | 86   | 41500  | 41500 | 49.99    | 49.98   | 1.000   | 1.000  | 0.9761   | 0.6576  | 127.97   | 127.94  | 99.22     | 99.18    | 99.90      | 99.90     | 96.88     | 99.50    | SHA256 
41600   | unicode1000        | 99   | 41600  | 41600 | 49.99    | 49.98   | 1.000   | 1.000  | 0.9883   | 0.6646  | 127.97   | 127.95  | 99.22     | 99.18    | 99.90      | 99.90     | 96.80     | 99.50    | SHA256 
41700   | unicode90000       | 8    | 41700  | 41700 | 49.99    | 49.98   | 1.000   | 1.000  | 0.9395   | 0.6860  | 127.97   | 127.95  | 99.22     | 99.18    | 99.90      | 99.90     | 97.17     | 99.50    | SHA256 
41800   | a-zA-Z0-9          | 60   | 41800  | 41800 | 49.99    | 49.98   | 1.000   | 1.000  | 0.9008   | 0.7081  | 127.98   | 127.95  | 99.22     | 99.18    | 99.90      | 99.90     | 97.50     | 99.50    | SHA256 
41900   | a-z                | 98   | 41900  | 41900 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8691   | 0.6809  | 127.98   | 127.95  | 99.22     | 99.18    | 99.90      | 99.90     | 97.68     | 99.50    | SHA256 
42000   | unicode40000       | 45   | 42000  | 42000 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7828   | 0.6306  | 127.98   | 127.95  | 99.22     | 99.18    | 99.90      | 99.90     | 98.18     | 99.38    | SHA256 
42100   | A-Z                | 85   | 42100  | 42100 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7840   | 0.6345  | 127.98   | 127.95  | 99.22     | 99.18    | 99.90      | 99.90     | 98.18     | 99.38    | SHA256 
42200   | a-z                | 47   | 42200  | 42200 | 50.00    | 49.98   | 1.000   | 1.000  | 0.8124   | 0.6423  | 127.98   | 127.95  | 99.22     | 99.18    | 99.91      | 99.90     | 98.00     | 99.47    | SHA256 
42300   | unicode30000       | 62   | 42300  | 42300 | 50.00    | 49.98   | 1.000   | 1.000  | 0.8122   | 0.6668  | 127.98   | 127.95  | 99.22     | 99.18    | 99.91      | 99.90     | 98.06     | 99.39    | SHA256 
42400   | unicode2000        | 94   | 42400  | 42400 | 50.00    | 49.98   | 1.000   | 1.000  | 0.8138   | 0.7287  | 127.98   | 127.95  | 99.22     | 99.18    | 99.91      | 99.89     | 98.23     | 99.12    | SHA256 
42500   | unicode2000        | 94   | 42500  | 42500 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7697   | 0.7602  | 127.98   | 127.95  | 99.22     | 99.18    | 99.91      | 99.90     | 98.65     | 98.74    | SHA256 
42600   | unicode1000        | 46   | 42600  | 42600 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7313   | 0.7275  | 127.98   | 127.95  | 99.23     | 99.18    | 99.91      | 99.90     | 98.75     | 98.78    | SHA256 
42700   | unicode10000       | 39   | 42700  | 42700 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7294   | 0.7002  | 127.98   | 127.94  | 99.23     | 99.19    | 99.91      | 99.90     | 98.67     | 98.91    | SHA256 
42800   | unicode70000       | 17   | 42800  | 42800 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7374   | 0.7776  | 127.98   | 127.94  | 99.23     | 99.19    | 99.91      | 99.90     | 98.92     | 98.50    | SHEP32 
42900   | unicode30000       | 10   | 42900  | 42900 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7519   | 0.8471  | 127.98   | 127.94  | 99.23     | 99.19    | 99.91      | 99.90     | 99.16     | 98.05    | SHEP32 
43000   | unicode100         | 61   | 43000  | 43000 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7650   | 0.7916  | 127.98   | 127.95  | 99.23     | 99.19    | 99.91      | 99.90     | 98.81     | 98.52    | SHEP32 
43100   | unicode500000      | 35   | 43100  | 43100 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7135   | 0.7941  | 127.98   | 127.94  | 99.23     | 99.19    | 99.92      | 99.90     | 99.12     | 98.31    | SHEP32 
43200   | unicode100000      | 65   | 43200  | 43200 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7536   | 0.7805  | 127.98   | 127.94  | 99.23     | 99.19    | 99.91      | 99.90     | 98.83     | 98.54    | SHEP32 
43300   | unicode200000      | 17   | 43300  | 43300 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7607   | 0.7432  | 127.98   | 127.94  | 99.23     | 99.19    | 99.91      | 99.90     | 98.64     | 98.80    | SHA256 
43400   | unicode90000       | 31   | 43400  | 43400 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7844   | 0.7713  | 127.98   | 127.95  | 99.23     | 99.20    | 99.91      | 99.90     | 98.60     | 98.74    | SHA256 
43500   | A-Za-z             | 76   | 43500  | 43500 | 50.00    | 49.98   | 1.000   | 1.000  | 0.8110   | 0.7766  | 127.98   | 127.95  | 99.23     | 99.20    | 99.91      | 99.90     | 98.43     | 98.83    | SHA256 
43600   | unicode60000       | 94   | 43600  | 43600 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8271   | 0.7409  | 127.98   | 127.94  | 99.23     | 99.20    | 99.91      | 99.90     | 98.17     | 99.12    | SHA256 
43700   | unicode20000       | 11   | 43700  | 43700 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8619   | 0.7031  | 127.98   | 127.94  | 99.23     | 99.20    | 99.91      | 99.90     | 97.79     | 99.47    | SHA256 
43800   | unicode90000       | 13   | 43800  | 43800 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8344   | 0.7696  | 127.99   | 127.94  | 99.23     | 99.20    | 99.91      | 99.90     | 98.23     | 98.99    | SHA256 
43900   | unicode300000      | 98   | 43900  | 43900 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8314   | 0.7580  | 127.98   | 127.94  | 99.23     | 99.20    | 99.91      | 99.90     | 98.20     | 99.04    | SHA256 
44000   | unicode500000      | 84   | 44000  | 44000 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8910   | 0.7303  | 127.98   | 127.94  | 99.23     | 99.21    | 99.91      | 99.90     | 97.64     | 99.49    | SHA256 
44100   | unicode500000      | 37   | 44100  | 44100 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9393   | 0.7074  | 127.98   | 127.94  | 99.24     | 99.21    | 99.92      | 99.90     | 97.21     | 99.50    | SHA256 
44200   | unicode20000       | 59   | 44200  | 44200 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9337   | 0.7144  | 127.98   | 127.94  | 99.24     | 99.21    | 99.92      | 99.90     | 97.26     | 99.50    | SHA256 
44300   | unicode30000       | 33   | 44300  | 44300 | 49.99    | 49.98   | 1.000   | 1.000  | 0.8933   | 0.7187  | 127.99   | 127.94  | 99.24     | 99.21    | 99.92      | 99.90     | 97.59     | 99.50    | SHA256 
44400   | unicode5000        | 16   | 44400  | 44400 | 50.00    | 49.98   | 1.000   | 1.000  | 0.8019   | 0.6974  | 127.99   | 127.93  | 99.24     | 99.21    | 99.92      | 99.90     | 98.21     | 99.22    | SHA256 
44500   | unicode60000       | 100  | 44500  | 44500 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8297   | 0.6833  | 127.99   | 127.93  | 99.24     | 99.21    | 99.92      | 99.90     | 97.98     | 99.41    | SHA256 
44600   | unicode2000        | 84   | 44600  | 44600 | 50.00    | 49.98   | 1.000   | 1.000  | 0.8179   | 0.6823  | 127.99   | 127.93  | 99.24     | 99.21    | 99.92      | 99.90     | 98.06     | 99.36    | SHA256 
44700   | A-Za-z             | 81   | 44700  | 44700 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8048   | 0.7062  | 127.99   | 127.94  | 99.25     | 99.21    | 99.91      | 99.90     | 98.22     | 99.19    | SHA256 
44800   | unicode100000      | 29   | 44800  | 44800 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8650   | 0.7478  | 127.99   | 127.94  | 99.24     | 99.21    | 99.91      | 99.90     | 97.90     | 99.27    | SHA256 
44900   | unicode400000      | 10   | 44900  | 44900 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8693   | 0.7682  | 127.99   | 127.94  | 99.24     | 99.21    | 99.91      | 99.90     | 97.94     | 99.18    | SHA256 
45000   | unicode100000      | 30   | 45000  | 45000 | 50.00    | 49.99   | 1.000   | 1.000  | 0.8228   | 0.7997  | 127.99   | 127.93  | 99.25     | 99.21    | 99.91      | 99.91     | 98.45     | 98.73    | SHA256 
45100   | unicode10000       | 80   | 45100  | 45100 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8456   | 0.7092  | 127.99   | 127.93  | 99.25     | 99.21    | 99.91      | 99.91     | 97.93     | 99.37    | SHA256 
45200   | unicode30000       | 37   | 45200  | 45200 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8375   | 0.7537  | 127.99   | 127.93  | 99.25     | 99.21    | 99.91      | 99.91     | 98.14     | 99.10    | SHA256 
45300   | unicode30000       | 22   | 45300  | 45300 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7893   | 0.7535  | 127.99   | 127.93  | 99.25     | 99.21    | 99.91      | 99.91     | 98.49     | 98.87    | SHA256 
45400   | unicode5000        | 10   | 45400  | 45400 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7751   | 0.7641  | 127.99   | 127.93  | 99.25     | 99.22    | 99.92      | 99.91     | 98.63     | 98.74    | SHA256 
45500   | unicode30000       | 68   | 45500  | 45500 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8070   | 0.7706  | 128.00   | 127.93  | 99.25     | 99.22    | 99.92      | 99.91     | 98.44     | 98.85    | SHA256 
45600   | unicode90000       | 64   | 45600  | 45600 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7520   | 0.7816  | 128.00   | 127.93  | 99.25     | 99.22    | 99.92      | 99.91     | 98.85     | 98.53    | SHEP32 
45700   | unicode400000      | 38   | 45700  | 45700 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8251   | 0.7648  | 128.00   | 127.93  | 99.25     | 99.22    | 99.92      | 99.91     | 98.28     | 98.97    | SHA256 
45800   | unicode50000       | 33   | 45800  | 45800 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8299   | 0.7433  | 128.00   | 127.93  | 99.25     | 99.22    | 99.92      | 99.91     | 98.16     | 99.12    | SHA256 
45900   | unicode100000      | 61   | 45900  | 45900 | 49.99    | 49.99   | 1.000   | 1.000  | 0.9114   | 0.7427  | 128.00   | 127.93  | 99.25     | 99.22    | 99.91      | 99.91     | 97.51     | 99.50    | SHA256 
46000   | unicode20000       | 34   | 46000  | 46000 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8801   | 0.7474  | 128.00   | 127.93  | 99.25     | 99.22    | 99.91      | 99.91     | 97.78     | 99.35    | SHA256 
46100   | unicode2000        | 67   | 46100  | 46100 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8228   | 0.8016  | 128.00   | 127.93  | 99.25     | 99.23    | 99.91      | 99.91     | 98.46     | 98.72    | SHA256 
46200   | unicode5000        | 92   | 46200  | 46200 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8297   | 0.7960  | 128.00   | 127.94  | 99.25     | 99.23    | 99.91      | 99.91     | 98.38     | 98.79    | SHA256 
46300   | unicode10000       | 41   | 46300  | 46300 | 49.99    | 49.99   | 1.000   | 1.000  | 0.8213   | 0.8418  | 128.00   | 127.94  | 99.26     | 99.23    | 99.91      | 99.91     | 98.67     | 98.40    | SHEP32 
46400   | unicode10000       | 20   | 46400  | 46400 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7856   | 0.8684  | 128.01   | 127.94  | 99.26     | 99.23    | 99.91      | 99.91     | 99.07     | 98.02    | SHEP32 
46500   | a-zA-Z0-9          | 63   | 46500  | 46500 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7721   | 0.8694  | 128.00   | 127.94  | 99.26     | 99.23    | 99.91      | 99.91     | 99.16     | 97.95    | SHEP32 
46600   | unicode400000      | 77   | 46600  | 46600 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7319   | 0.9618  | 128.00   | 127.94  | 99.26     | 99.23    | 99.91      | 99.91     | 99.50     | 97.08    | SHEP32 
